distance,"Actuation: compressing","Actuation: releasing","Force: compressing","Force: releasing"
"2.48",1,1,"51.82022792022792","51.24330484330485"
"2.49",1,1,"51.91766381766382","51.25099715099715"
"2.5",1,1,"52.19817663817664","51.69266381766382"
"2.51",1,1,"52.03646723646724","51.359971509971516"
"2.52",1,1,"52.31296296296298","51.68894586894587"
"2.53",1,1,"52.225868945868946","51.34907407407408"
"2.54",1,1,"52.39150997150997","51.6494586894587"
"2.55",1,1,"52.311253561253565","51.5797150997151"
"2.56",1,1,"52.31099715099715","51.60356125356126"
"2.57",1,1,"52.41552706552707","51.92343304843306"
"2.58",1,1,"52.57471509971511","51.65527065527066"
"2.59",1,1,"52.61285612535613","51.85740740740741"
"2.6",1,1,"52.62022792022792","51.93497150997152"
"2.61",1,1,"52.69458689458689","51.83732193732194"
"2.62",1,1,"52.7397150997151","52.04535612535612"
"2.63",1,1,"52.93219373219373","51.9144586894587"
"2.64",1,1,"52.91766381766382","52.08133903133904"
"2.65",1,1,"53.04501424501425","52.30911680911681"
"2.66",1,1,"52.9403133903134","52.36937321937322"
"2.67",1,1,"53.11638176638177","52.509971509971514"
"2.68",1,1,"53.30035612535613","52.46484330484331"
"2.69",1,1,"53.2039886039886","52.69245014245015"
"2.7",1,1,"53.426638176638185","52.444159544159554"
"2.71",1,1,"53.36279202279203","52.622425722425724"
"2.72",1,1,"53.54484330484331","52.78176638176639"
"2.73",1,1,"53.59330484330485","52.709116809116814"
"2.74",1,1,"53.86176638176638","52.86253561253561"
"2.75",1,1,"53.701253561253566","52.947150997151"
"2.76",1,1,"53.68726088726089","52.80484330484331"
"2.77",1,1,"53.97099715099715","53.158048433048435"
"2.78",1,1,"53.72279202279202","52.96894586894587"
"2.79",1,1,"54.068304843304844","53.277920227920234"
"2.8",1,1,"53.974501424501426","53.41381766381767"
"2.81",1,1,"53.908262108262115","53.26330484330485"
"2.82",1,1,"54.10945868945869","53.62638176638177"
"2.83",1,1,"54.078347578347575","53.44279202279203"
"2.84",1,1,"54.22997150997152","53.50868945868946"
"2.85",1,1,"54.17407407407408","53.545441595441595"
"2.86",1,1,"54.443304843304844","53.611509971509975"
"2.87",1,1,"54.383597883597886","53.75356125356126"
